,X.1,X,Date,AveragePrice,Total.Volume,X4046,X4225,X4770,Total.Bags,Small.Bags,Large.Bags,XLarge.Bags,type,year,region,Markets,Revenue
8813,8813,11,10/11/15,1.55,4976.32,609.97,3428.69,0,937.66,296.67,640.99,0,organic,2015,Nashville,MidSouth,7713.296
8814,8814,12,10/4/15,1.75,5092.36,533.94,3976.44,0,581.98,576.67,5.31,0,organic,2015,Nashville,MidSouth,8911.63
8815,8815,13,9/27/15,1.7,4352.18,459.53,3564.95,0,327.7,126.67,201.03,0,organic,2015,Nashville,MidSouth,7398.706
8816,8816,14,9/20/15,1.74,4181.32,424.12,3661.34,0,95.86,13.33,82.53,0,organic,2015,Nashville,MidSouth,7275.4968
8817,8817,15,9/13/15,1.53,6742.51,409.09,4994.22,0,1339.2,638.66,700.54,0,organic,2015,Nashville,MidSouth,10316.0403
8818,8818,16,9/6/15,1.31,8225.49,355.57,5187.04,0,2682.88,986.04,1696.84,0,organic,2015,Nashville,MidSouth,10775.3919
8819,8819,17,8/30/15,1.45,7100.18,378.58,5319.3,0,1402.3,1074.18,328.12,0,organic,2015,Nashville,MidSouth,10295.261
8820,8820,18,8/23/15,1.36,7768.64,388.92,4852.16,0,2527.56,1287.54,1240.02,0,organic,2015,Nashville,MidSouth,10565.3504
8821,8821,19,8/16/15,1.4,7201.85,324.12,4650.56,0,2227.17,1246.78,980.39,0,organic,2015,Nashville,MidSouth,10082.59
8822,8822,20,8/9/15,1.43,7442.75,384.24,5358.58,0,1699.93,705.98,993.95,0,organic,2015,Nashville,MidSouth,10643.1325
8823,8823,21,8/2/15,1.43,8082.85,428.12,6058.21,0,1596.52,694.27,902.25,0,organic,2015,Nashville,MidSouth,11558.4755
8824,8824,22,7/26/15,1.15,9173.77,385.32,5220.51,0,3567.94,576.19,2991.75,0,organic,2015,Nashville,MidSouth,10549.8355
8825,8825,23,7/19/15,1.23,7731.85,266.76,4409.88,0,3055.21,1228.95,1826.26,0,organic,2015,Nashville,MidSouth,9510.1755
8826,8826,24,7/12/15,1.28,7754.71,373.08,4517.25,0,2864.38,988.88,1875.5,0,organic,2015,Nashville,MidSouth,9926.0288
8827,8827,25,7/5/15,1.23,7148.26,338.26,4695.24,0,2114.76,326.67,1788.09,0,organic,2015,Nashville,MidSouth,8792.3598
8828,8828,26,6/28/15,1.47,5890.95,389.96,4223.23,0,1277.76,393.33,884.43,0,organic,2015,Nashville,MidSouth,8659.6965
8829,8829,27,6/21/15,1.8,5259.46,402.38,4021.48,0,835.6,376.67,458.93,0,organic,2015,Nashville,MidSouth,9467.028
8830,8830,28,6/14/15,1.76,4985.34,335.42,3570.63,0,1079.29,400,679.29,0,organic,2015,Nashville,MidSouth,8774.1984
8831,8831,29,6/7/15,1.25,6725.04,316.05,3217.52,0,3191.47,498.8,2692.67,0,organic,2015,Nashville,MidSouth,8406.3
8832,8832,30,5/31/15,1.55,4984.2,380.02,2767.07,0,1837.11,835.86,1001.25,0,organic,2015,Nashville,MidSouth,7725.51
8833,8833,31,5/24/15,1.35,6578.36,368.97,3203.83,0,3005.56,863.62,2141.94,0,organic,2015,Nashville,MidSouth,8880.786
8834,8834,32,5/17/15,1.55,6367.54,383.39,4720.92,0,1263.23,884.72,378.51,0,organic,2015,Nashville,MidSouth,9869.687
8835,8835,33,5/10/15,1.13,9466.36,369.96,4669.91,18.16,4408.33,750,3658.33,0,organic,2015,Nashville,MidSouth,10696.9868
8836,8836,34,5/3/15,1.57,4529.02,334.9,2364.7,68.11,1761.31,719.19,1042.12,0,organic,2015,Nashville,MidSouth,7110.5614
8837,8837,35,4/26/15,1.68,4821.3,255.29,3162.23,53.33,1350.45,345.04,1005.41,0,organic,2015,Nashville,MidSouth,8099.784
8838,8838,36,4/19/15,1.45,9167.42,355.1,6291.91,52.19,2468.22,655.55,1812.67,0,organic,2015,Nashville,MidSouth,13292.759
8839,8839,37,4/12/15,1.5,6607.74,493.81,4812.41,83.81,1217.71,301.8,915.91,0,organic,2015,Nashville,MidSouth,9911.61
8840,8840,38,4/5/15,1.66,5251.04,261.25,3354.35,116.49,1518.95,938.41,580.54,0,organic,2015,Nashville,MidSouth,8716.7264
8841,8841,39,3/29/15,1.67,4455.04,334.3,2754.56,96,1270.18,580,690.18,0,organic,2015,Nashville,MidSouth,7439.9168
8842,8842,40,3/22/15,1.64,3813.7,297.71,2408.67,51.68,1055.64,306.67,748.97,0,organic,2015,Nashville,MidSouth,6254.468
8843,8843,41,3/15/15,1.78,3199.37,230.06,2525.05,54.99,389.27,263.33,125.94,0,organic,2015,Nashville,MidSouth,5694.8786
8844,8844,42,3/8/15,1.8,4231.32,213.26,2967.69,110,940.37,916.67,23.7,0,organic,2015,Nashville,MidSouth,7616.376
8845,8845,43,3/1/15,1.76,4269.61,217.89,3226.75,101.08,723.89,556.67,167.22,0,organic,2015,Nashville,MidSouth,7514.5136
8846,8846,44,2/22/15,1.32,9791.87,299.83,8060.61,53.9,1377.53,1166.67,210.86,0,organic,2015,Nashville,MidSouth,12925.2684
8847,8847,45,2/15/15,1.11,10581.74,244.59,8525.9,89.76,1721.49,250,1471.49,0,organic,2015,Nashville,MidSouth,11745.7314
8848,8848,46,2/8/15,1.64,4614.78,249.82,2704.37,124.35,1536.24,743.33,792.91,0,organic,2015,Nashville,MidSouth,7568.2392
8849,8849,47,2/1/15,1.65,4205.27,213.64,2682.26,99.55,1209.82,603.33,606.49,0,organic,2015,Nashville,MidSouth,6938.6955
8850,8850,48,1/25/15,1.71,4448.88,192.26,2511.65,60.36,1684.61,850,834.61,0,organic,2015,Nashville,MidSouth,7607.5848
8851,8851,49,1/18/15,1.81,3118.58,188.44,1951.63,86.02,892.49,773.33,119.16,0,organic,2015,Nashville,MidSouth,5644.6298
8852,8852,50,1/11/15,1.92,2892.29,204.75,2168.33,80.56,438.65,435.54,3.11,0,organic,2015,Nashville,MidSouth,5553.1968
8853,8853,51,1/4/15,1.84,3966,244.34,2700.02,76.21,945.43,838.34,107.09,0,organic,2015,Nashville,MidSouth,7297.44
8854,8854,0,12/27/15,1.55,2215.74,383.17,5.85,0,1826.72,1826.72,0,0,organic,2015,NewOrleansMobile,South Central,3434.397
8855,8855,1,12/20/15,1.66,1822.24,470.42,0,0,1351.82,1351.82,0,0,organic,2015,NewOrleansMobile,South Central,3024.9184
8856,8856,2,12/13/15,1.6,1529.16,424.7,0,0,1104.46,1104.46,0,0,organic,2015,NewOrleansMobile,South Central,2446.656
8857,8857,3,12/6/15,1.35,2211.53,294.65,0,0,1916.88,1916.88,0,0,organic,2015,NewOrleansMobile,South Central,2985.5655
8858,8858,4,11/29/15,1.58,2041.47,221.95,0,0,1819.52,1812.85,6.67,0,organic,2015,NewOrleansMobile,South Central,3225.5226
8859,8859,5,11/22/15,1.7,1355.67,286.54,0,0,1069.13,1069.13,0,0,organic,2015,NewOrleansMobile,South Central,2304.639
8860,8860,6,11/15/15,1.7,1750.47,425.58,0,0,1324.89,1321.56,3.33,0,organic,2015,NewOrleansMobile,South Central,2975.799
8861,8861,7,11/8/15,1.52,3512.7,249.76,5.59,0,3257.35,3257.35,0,0,organic,2015,NewOrleansMobile,South Central,5339.304
8862,8862,8,11/1/15,1.67,1713.35,334.79,94.74,0,1283.82,1280.49,3.33,0,organic,2015,NewOrleansMobile,South Central,2861.2945
8863,8863,9,10/25/15,1.45,3314.76,251.07,94.92,0,2968.77,2968.77,0,0,organic,2015,NewOrleansMobile,South Central,4806.402
8864,8864,10,10/18/15,1.52,3148.46,366.69,93.2,0,2688.57,2688.57,0,0,organic,2015,NewOrleansMobile,South Central,4785.6592
8865,8865,11,10/11/15,1.54,3133.63,398.98,94.98,0,2639.67,2616.34,23.33,0,organic,2015,NewOrleansMobile,South Central,4825.7902
8866,8866,12,10/4/15,1.61,3044.44,244.88,104.55,0,2695.01,2681.68,13.33,0,organic,2015,NewOrleansMobile,South Central,4901.5484
8867,8867,13,9/27/15,1.68,1747.11,390.56,71.51,0,1285.04,1285.04,0,0,organic,2015,NewOrleansMobile,South Central,2935.1448
8868,8868,14,9/20/15,1.65,2119.22,291.65,82.54,0,1745.03,1745.03,0,0,organic,2015,NewOrleansMobile,South Central,3496.713
8869,8869,15,9/13/15,1.62,2353.2,310.87,107.29,0,1935.04,1935.04,0,0,organic,2015,NewOrleansMobile,South Central,3812.184
8870,8870,16,9/6/15,1.59,2570.94,280.42,136.82,0,2153.7,2153.7,0,0,organic,2015,NewOrleansMobile,South Central,4087.7946
8871,8871,17,8/30/15,1.08,4600.76,206.75,136.02,0,4257.99,4257.99,0,0,organic,2015,NewOrleansMobile,South Central,4968.8208
8872,8872,18,8/23/15,1.63,2273.57,257.87,222.96,0,1792.74,1792.74,0,0,organic,2015,NewOrleansMobile,South Central,3705.9191
8873,8873,19,8/16/15,1.55,2797.39,256.67,119.68,0,2421.04,2421.04,0,0,organic,2015,NewOrleansMobile,South Central,4335.9545
8874,8874,20,8/9/15,1.69,2448.58,383.64,255.57,0,1809.37,1809.37,0,0,organic,2015,NewOrleansMobile,South Central,4138.1002
8875,8875,21,8/2/15,1.86,1577.51,468.74,258.34,0,850.43,850.43,0,0,organic,2015,NewOrleansMobile,South Central,2934.1686
8876,8876,22,7/26/15,1.59,1341.9,339.87,76.13,0,925.9,877.56,48.34,0,organic,2015,NewOrleansMobile,South Central,2133.621
8877,8877,23,7/19/15,1.45,2364.55,290.78,100.55,0,1973.22,1864.52,108.7,0,organic,2015,NewOrleansMobile,South Central,3428.5975
8878,8878,24,7/12/15,1.55,2227.05,221.5,5.44,0,2000.11,2000.11,0,0,organic,2015,NewOrleansMobile,South Central,3451.9275
8879,8879,25,7/5/15,1.58,2228.5,349.11,62.73,0,1816.66,1816.66,0,0,organic,2015,NewOrleansMobile,South Central,3521.03
8880,8880,26,6/28/15,1.61,2478.05,428.93,185.78,0,1863.34,1863.34,0,0,organic,2015,NewOrleansMobile,South Central,3989.6605
8881,8881,27,6/21/15,1.64,2778.44,569.5,218.94,0,1990,1990,0,0,organic,2015,NewOrleansMobile,South Central,4556.6416
8882,8882,28,6/14/15,1.63,2261.61,536.76,54.85,0,1670,1670,0,0,organic,2015,NewOrleansMobile,South Central,3686.4243
8883,8883,29,6/7/15,1.54,1773.44,773.17,24.72,0,975.55,975.55,0,0,organic,2015,NewOrleansMobile,South Central,2731.0976
8884,8884,30,5/31/15,1.55,2718.12,495.43,11.01,0,2211.68,2211.68,0,0,organic,2015,NewOrleansMobile,South Central,4213.086
8885,8885,31,5/24/15,1.61,1654.85,434.29,16.56,0,1204,1204,0,0,organic,2015,NewOrleansMobile,South Central,2664.3085
8886,8886,32,5/17/15,1.53,1783.16,395.23,0,0,1387.93,1387.93,0,0,organic,2015,NewOrleansMobile,South Central,2728.2348
8887,8887,33,5/10/15,1.6,1417.42,348.97,0,0,1068.45,1065.12,3.33,0,organic,2015,NewOrleansMobile,South Central,2267.872
8888,8888,34,5/3/15,1.55,1469.41,238.51,41.6,0,1189.3,1189.3,0,0,organic,2015,NewOrleansMobile,South Central,2277.5855
8889,8889,35,4/26/15,1.56,2747.19,353.56,83.28,0,2310.35,2310.35,0,0,organic,2015,NewOrleansMobile,South Central,4285.6164
8890,8890,36,4/19/15,1.57,2378.18,414.11,0,0,1964.07,1964.07,0,0,organic,2015,NewOrleansMobile,South Central,3733.7426
8891,8891,37,4/12/15,1.58,2603.66,417.57,2.75,0,2183.34,2183.34,0,0,organic,2015,NewOrleansMobile,South Central,4113.7828
8892,8892,38,4/5/15,1.53,4820.36,418.56,74.17,0,4327.63,4327.63,0,0,organic,2015,NewOrleansMobile,South Central,7375.1508
8893,8893,39,3/29/15,1.57,3330.37,527.3,19.22,0,2783.85,2783.85,0,0,organic,2015,NewOrleansMobile,South Central,5228.6809
8894,8894,40,3/22/15,1.56,2568.19,428.01,30.18,0,2110,2110,0,0,organic,2015,NewOrleansMobile,South Central,4006.3764
8895,8895,41,3/15/15,1.55,2954.83,317.68,43.82,0,2593.33,2593.33,0,0,organic,2015,NewOrleansMobile,South Central,4579.9865
8896,8896,42,3/8/15,1.65,1574.72,486.52,8.2,0,1080,1080,0,0,organic,2015,NewOrleansMobile,South Central,2598.288
8897,8897,43,3/1/15,1.54,2478.78,300,35.45,0,2143.33,2140,3.33,0,organic,2015,NewOrleansMobile,South Central,3817.3212
8898,8898,44,2/22/15,1.52,3561.9,342.26,16.3,0,3203.34,3203.34,0,0,organic,2015,NewOrleansMobile,South Central,5414.088
8899,8899,45,2/15/15,1.48,5151.37,208.55,56.15,0,4886.67,4886.67,0,0,organic,2015,NewOrleansMobile,South Central,7624.0276
8900,8900,46,2/8/15,1.53,3532.67,392,50.67,0,3090,3090,0,0,organic,2015,NewOrleansMobile,South Central,5404.9851
8901,8901,47,2/1/15,1.48,2013.46,162.22,34.57,0,1816.67,1816.67,0,0,organic,2015,NewOrleansMobile,South Central,2979.9208
8902,8902,48,1/25/15,1.47,1278.14,204.19,10.61,0,1063.34,1063.34,0,0,organic,2015,NewOrleansMobile,South Central,1878.8658
8903,8903,49,1/18/15,0.98,4739.17,256.53,2.64,0,4480,4480,0,0,organic,2015,NewOrleansMobile,South Central,4644.3866
8904,8904,50,1/11/15,1.44,1492.44,233.3,15.81,0,1243.33,1243.33,0,0,organic,2015,NewOrleansMobile,South Central,2149.1136
8905,8905,51,1/4/15,1.41,2604.25,220.61,23.64,0,2360,2360,0,0,organic,2015,NewOrleansMobile,South Central,3671.9925
8906,8906,0,12/27/15,1.9,21565.58,1752.06,6546.95,1319.02,11947.55,5757.79,6189.76,0,organic,2015,NewYork,Northeast,40974.602
8907,8907,1,12/20/15,1.93,24549.47,3571.41,11118.88,1760.45,8098.73,7057.1,1041.63,0,organic,2015,NewYork,Northeast,47380.4771
8908,8908,2,12/13/15,1.9,23927.09,2764.18,6739.98,4130.01,10292.92,7553.74,2739.18,0,organic,2015,NewYork,Northeast,45461.471
8909,8909,3,12/6/15,1.65,18494.23,4117.08,7226.46,1106.58,6044.11,200.3,5843.81,0,organic,2015,NewYork,Northeast,30515.4795
8910,8910,4,11/29/15,1.89,9962.63,1481.23,4689.04,807.44,2984.92,336.18,2648.74,0,organic,2015,NewYork,Northeast,18829.3707
8911,8911,5,11/22/15,1.84,13438.23,2862.55,8165.16,209.37,2201.15,260.45,1940.7,0,organic,2015,NewYork,Northeast,24726.3432
8912,8912,6,11/15/15,1.76,13622.89,3015.33,9221.79,43.64,1342.13,353.75,988.38,0,organic,2015,NewYork,Northeast,23976.2864
8913,8913,7,11/8/15,1.82,13935.65,3607.09,9164.65,90.48,1073.43,242.37,831.06,0,organic,2015,NewYork,Northeast,25362.883
8914,8914,8,11/1/15,2.09,12422.6,3272.39,8029.19,707.98,413.04,320.72,92.32,0,organic,2015,NewYork,Northeast,25963.234
8915,8915,9,10/25/15,1.94,15727.43,2675.93,8966.26,411.18,3674.06,187,3487.06,0,organic,2015,NewYork,Northeast,30511.2142
8916,8916,10,10/18/15,2.07,12935.87,1528.22,9002.2,516.36,1889.09,169.72,1719.37,0,organic,2015,NewYork,Northeast,26777.2509
8917,8917,11,10/11/15,2.09,12517.38,1981.58,8760.24,233.98,1541.58,301.04,1240.54,0,organic,2015,NewYork,Northeast,26161.3242
8918,8918,12,10/4/15,2.25,15454.59,1978.71,11877.16,47.48,1551.24,428.68,1122.56,0,organic,2015,NewYork,Northeast,34772.8275
8919,8919,13,9/27/15,2.22,17054.18,2222.04,12986.86,536.67,1308.61,898.99,409.62,0,organic,2015,NewYork,Northeast,37860.2796
8920,8920,14,9/20/15,2.01,17916.34,3810.93,12299.01,1110.43,695.97,695.97,0,0,organic,2015,NewYork,Northeast,36011.8434
8921,8921,15,9/13/15,2.18,14667.53,2210.93,9782.05,815.6,1858.95,1855.37,3.58,0,organic,2015,NewYork,Northeast,31975.2154
8922,8922,16,9/6/15,2.01,19296.46,3451.5,11143.02,1178.79,3523.15,3330.55,192.6,0,organic,2015,NewYork,Northeast,38785.8846
8923,8923,17,8/30/15,2.24,16541.9,2258.34,10984.36,844.54,2454.66,2063.66,391,0,organic,2015,NewYork,Northeast,37053.856
8924,8924,18,8/23/15,2.28,15343.33,2738.56,9860.03,921.71,1823.03,1734.46,88.57,0,organic,2015,NewYork,Northeast,34982.7924
8925,8925,19,8/16/15,2.3,16293.09,2843.86,11396.1,789.75,1263.38,1242.18,21.2,0,organic,2015,NewYork,Northeast,37474.107
8926,8926,20,8/9/15,1.98,17137.24,4053.69,10634.97,760.12,1688.46,1688.46,0,0,organic,2015,NewYork,Northeast,33931.7352
8927,8927,21,8/2/15,2.12,13852.18,1929.99,8910.09,213.73,2798.37,2798.37,0,0,organic,2015,NewYork,Northeast,29366.6216
8928,8928,22,7/26/15,1.91,12784.61,2931.11,8850.03,45.12,958.35,958.35,0,0,organic,2015,NewYork,Northeast,24418.6051
8929,8929,23,7/19/15,2.2,13745.4,2236.68,9080.28,68.2,2360.24,2360.24,0,0,organic,2015,NewYork,Northeast,30239.88
8930,8930,24,7/12/15,2.02,10799.02,2075.8,8167.79,53.34,502.09,502.09,0,0,organic,2015,NewYork,Northeast,21814.0204
8931,8931,25,7/5/15,2.24,9519.72,1816.12,6858.33,123.46,721.81,721.81,0,0,organic,2015,NewYork,Northeast,21324.1728
8932,8932,26,6/28/15,1.93,16746.9,3320.1,10764.53,457.76,2204.51,2204.51,0,0,organic,2015,NewYork,Northeast,32321.517
8933,8933,27,6/21/15,2.34,15733.14,3466.62,9967.4,1167.6,1131.52,1124.85,6.67,0,organic,2015,NewYork,Northeast,36815.5476
8934,8934,28,6/14/15,2,22931.78,5012.28,14260.6,923.15,2735.75,2735.75,0,0,organic,2015,NewYork,Northeast,45863.56
8935,8935,29,6/7/15,2.31,15733.56,2746.38,9225.5,875.98,2885.7,2885.7,0,0,organic,2015,NewYork,Northeast,36344.5236
8936,8936,30,5/31/15,1.93,17646.52,3348.56,11206.98,649.64,2441.34,2441.34,0,0,organic,2015,NewYork,Northeast,34057.7836
8937,8937,31,5/24/15,2.17,18746.25,3933.46,9577.45,417.36,4817.98,4817.98,0,0,organic,2015,NewYork,Northeast,40679.3625
8938,8938,32,5/17/15,2.06,21815.46,2917.8,10860.17,90.34,7947.15,7947.15,0,0,organic,2015,NewYork,Northeast,44939.8476
8939,8939,33,5/10/15,1.93,23195,2719.15,13976.67,7.75,6491.43,6481.1,10.33,0,organic,2015,NewYork,Northeast,44766.35
8940,8940,34,5/3/15,2.14,18576.24,2667.08,11540.21,505.84,3863.11,3832.24,30.87,0,organic,2015,NewYork,Northeast,39753.1536
8941,8941,35,4/26/15,2.21,16170.46,1765.8,10026.69,466.89,3911.08,3911.08,0,0,organic,2015,NewYork,Northeast,35736.7166
8942,8942,36,4/19/15,2.04,24265.78,2688.07,16785.46,34.25,4758,4758,0,0,organic,2015,NewYork,Northeast,49502.1912
8943,8943,37,4/12/15,1.86,25674.65,3711.04,14390.54,22.19,7550.88,7550.88,0,0,organic,2015,NewYork,Northeast,47754.849
8944,8944,38,4/5/15,2.14,14907.54,1901.13,8814.15,10.97,4181.29,4172.71,8.58,0,organic,2015,NewYork,Northeast,31902.1356
8945,8945,39,3/29/15,2.08,16567.2,4160.87,9765.56,85.52,2555.25,2555.25,0,0,organic,2015,NewYork,Northeast,34459.776
8946,8946,40,3/22/15,2.02,15438.68,2987.71,11096.86,23.66,1330.45,1330.45,0,0,organic,2015,NewYork,Northeast,31186.1336
8947,8947,41,3/15/15,1.81,16570.75,1525.25,9190.36,0,5855.14,5855.14,0,0,organic,2015,NewYork,Northeast,29993.0575
8948,8948,42,3/8/15,1.9,19904.38,2620.8,8510.42,34.3,8738.86,8738.86,0,0,organic,2015,NewYork,Northeast,37818.322
8949,8949,43,3/1/15,2,20787.25,5138.97,10612.61,10.07,5025.6,5025.6,0,0,organic,2015,NewYork,Northeast,41574.5
8950,8950,44,2/22/15,2.21,16620.69,3471.14,9549.06,43.85,3556.64,3556.64,0,0,organic,2015,NewYork,Northeast,36731.7249
8951,8951,45,2/15/15,1.91,25037.76,2255.75,15250.35,49.9,7481.76,7481.76,0,0,organic,2015,NewYork,Northeast,47822.1216
8952,8952,46,2/8/15,1.95,22571.11,1793.84,10974.3,16.7,9786.27,9786.27,0,0,organic,2015,NewYork,Northeast,44013.6645
8953,8953,47,2/1/15,1.93,24697.84,1867.35,12683.96,7.36,10139.17,10139.17,0,0,organic,2015,NewYork,Northeast,47666.8312
8954,8954,48,1/25/15,2.02,14337.32,1363.4,10912.03,46.42,2015.47,2015.47,0,0,organic,2015,NewYork,Northeast,28961.3864
8955,8955,49,1/18/15,2.08,9204.78,692.88,7146.78,37.93,1327.19,1327.19,0,0,organic,2015,NewYork,Northeast,19145.9424
8956,8956,50,1/11/15,2.03,14817.97,1744.44,10901.43,60.93,2111.17,2111.17,0,0,organic,2015,NewYork,Northeast,30080.4791
8957,8957,51,1/4/15,1.93,17328.24,2357.18,12692.21,9.47,2269.38,2269.38,0,0,organic,2015,NewYork,Northeast,33443.5032
8958,8958,0,12/27/15,1.65,8119.93,10.91,155.21,0,7953.81,7953.81,0,0,organic,2015,NorthernNewEngland,Northeast,13397.8845
8959,8959,1,12/20/15,1.65,9262.66,9.65,149.62,0,9103.39,9103.39,0,0,organic,2015,NorthernNewEngland,Northeast,15283.389
8960,8960,2,12/13/15,1.62,8029.92,9.61,134.51,0,7885.8,7885.8,0,0,organic,2015,NorthernNewEngland,Northeast,13008.4704
8961,8961,3,12/6/15,1.61,9278.66,11.96,78.95,0,9187.75,9184.42,3.33,0,organic,2015,NorthernNewEngland,Northeast,14938.6426
8962,8962,4,11/29/15,1.63,8205.88,4.77,89.4,0,8111.71,8108.38,3.33,0,organic,2015,NorthernNewEngland,Northeast,13375.5844
8963,8963,5,11/22/15,1.66,9580.4,15.45,78.44,0,9486.51,9486.51,0,0,organic,2015,NorthernNewEngland,Northeast,15903.464
8964,8964,6,11/15/15,1.57,9930.12,8.3,187.41,0,9734.41,9731.08,3.33,0,organic,2015,NorthernNewEngland,Northeast,15590.2884
8965,8965,7,11/8/15,1.58,8340.73,9.48,261.9,0,8069.35,8069.35,0,0,organic,2015,NorthernNewEngland,Northeast,13178.3534
8966,8966,8,11/1/15,1.62,8260.25,13.04,88.91,0,8158.3,8158.3,0,0,organic,2015,NorthernNewEngland,Northeast,13381.605
8967,8967,9,10/25/15,1.61,7858.07,8.31,84.27,0,7765.49,7765.49,0,0,organic,2015,NorthernNewEngland,Northeast,12651.4927
8968,8968,10,10/18/15,1.63,7919.94,1.19,76.18,0,7842.57,7842.57,0,0,organic,2015,NorthernNewEngland,Northeast,12909.5022
8969,8969,11,10/11/15,1.61,8749.6,6,68.35,0,8675.25,8675.25,0,0,organic,2015,NorthernNewEngland,Northeast,14086.856
8970,8970,12,10/4/15,1.62,9011.35,15.66,189.08,0,8806.61,8806.61,0,0,organic,2015,NorthernNewEngland,Northeast,14598.387
8971,8971,13,9/27/15,1.93,5374.57,6.05,263.94,0,5104.58,5104.58,0,0,organic,2015,NorthernNewEngland,Northeast,10372.9201
8972,8972,14,9/20/15,1.96,6799.27,30.44,656.38,0,6112.45,6112.45,0,0,organic,2015,NorthernNewEngland,Northeast,13326.5692
8973,8973,15,9/13/15,1.93,7465.69,18.38,687.37,0,6759.94,6759.94,0,0,organic,2015,NorthernNewEngland,Northeast,14408.7817
8974,8974,16,9/6/15,1.95,6936.51,3.7,669.84,0,6262.97,6262.97,0,0,organic,2015,NorthernNewEngland,Northeast,13526.1945
8975,8975,17,8/30/15,1.92,8005.96,3.72,675.06,0,7327.18,7327.18,0,0,organic,2015,NorthernNewEngland,Northeast,15371.4432
8976,8976,18,8/23/15,1.91,9116.19,18.81,769.98,0,8327.4,8327.4,0,0,organic,2015,NorthernNewEngland,Northeast,17411.9229
8977,8977,19,8/16/15,1.93,8259.26,16.42,690.82,0,7552.02,7552.02,0,0,organic,2015,NorthernNewEngland,Northeast,15940.3718
8978,8978,20,8/9/15,1.92,8552.32,21.61,639.29,0,7891.42,7881.42,10,0,organic,2015,NorthernNewEngland,Northeast,16420.4544
8979,8979,21,8/2/15,1.96,9346.73,87.59,753.74,0,8505.4,8478.73,26.67,0,organic,2015,NorthernNewEngland,Northeast,18319.5908
8980,8980,22,7/26/15,1.95,7510.46,94.34,1065.74,0,6350.38,6313.71,36.67,0,organic,2015,NorthernNewEngland,Northeast,14645.397
8981,8981,23,7/19/15,1.96,8067.82,20.58,1104.69,0,6942.55,6942.55,0,0,organic,2015,NorthernNewEngland,Northeast,15812.9272
8982,8982,24,7/12/15,1.95,8821.58,20.44,1072.94,0,7728.2,7728.2,0,0,organic,2015,NorthernNewEngland,Northeast,17202.081
8983,8983,25,7/5/15,1.95,10419.6,6.33,1080.43,0,9332.84,9332.84,0,0,organic,2015,NorthernNewEngland,Northeast,20318.22
8984,8984,26,6/28/15,1.95,8515.11,1.25,1099.96,0,7413.9,7413.9,0,0,organic,2015,NorthernNewEngland,Northeast,16604.4645
8985,8985,27,6/21/15,1.93,8028.95,37.26,722.78,0,7268.91,7268.91,0,0,organic,2015,NorthernNewEngland,Northeast,15495.8735
8986,8986,28,6/14/15,1.94,8633.7,36.88,780.73,0,7816.09,7816.09,0,0,organic,2015,NorthernNewEngland,Northeast,16749.378
8987,8987,29,6/7/15,1.92,8091.22,4.87,848.18,0,7238.17,7238.17,0,0,organic,2015,NorthernNewEngland,Northeast,15535.1424
8988,8988,30,5/31/15,1.91,8889.38,4.82,1045.37,0,7839.19,7839.19,0,0,organic,2015,NorthernNewEngland,Northeast,16978.7158
8989,8989,31,5/24/15,1.88,7515.96,5.95,677.58,0,6832.43,6832.43,0,0,organic,2015,NorthernNewEngland,Northeast,14130.0048
8990,8990,32,5/17/15,1.88,8208.44,35.29,879.99,0,7293.16,7293.16,0,0,organic,2015,NorthernNewEngland,Northeast,15431.8672
8991,8991,33,5/10/15,1.91,7575.34,41.86,819.84,0,6713.64,6713.64,0,0,organic,2015,NorthernNewEngland,Northeast,14468.8994
8992,8992,34,5/3/15,1.92,7982.59,6.9,631.45,0,7344.24,7344.24,0,0,organic,2015,NorthernNewEngland,Northeast,15326.5728
8993,8993,35,4/26/15,1.88,7583.31,6.83,617.83,0,6958.65,6958.65,0,0,organic,2015,NorthernNewEngland,Northeast,14256.6228
8994,8994,36,4/19/15,1.88,7468.8,3.38,643.91,0,6821.51,6821.51,0,0,organic,2015,NorthernNewEngland,Northeast,14041.344
8995,8995,37,4/12/15,1.87,7094.98,46.16,444.69,0,6604.13,6604.13,0,0,organic,2015,NorthernNewEngland,Northeast,13267.6126
8996,8996,38,4/5/15,1.88,8444.82,56.28,553.8,0,7834.74,7834.74,0,0,organic,2015,NorthernNewEngland,Northeast,15876.2616
8997,8997,39,3/29/15,1.9,6433.37,24.76,569.59,0,5839.02,5839.02,0,0,organic,2015,NorthernNewEngland,Northeast,12223.403
8998,8998,40,3/22/15,1.88,8083.91,10.14,977.2,0,7096.57,7096.57,0,0,organic,2015,NorthernNewEngland,Northeast,15197.7508
8999,8999,41,3/15/15,1.9,5599.89,7.89,687.58,0,4904.42,4904.42,0,0,organic,2015,NorthernNewEngland,Northeast,10639.791
9000,9000,42,3/8/15,1.87,6756.78,32.68,809.1,0,5915,5915,0,0,organic,2015,NorthernNewEngland,Northeast,12635.1786
9001,9001,43,3/1/15,1.82,6940.73,5.63,870.75,0,6064.35,6064.35,0,0,organic,2015,NorthernNewEngland,Northeast,12632.1286
9002,9002,44,2/22/15,1.82,6267.8,6.76,873.74,0,5387.3,5387.3,0,0,organic,2015,NorthernNewEngland,Northeast,11407.396
9003,9003,45,2/15/15,1.87,7199.17,7.88,590.77,0,6600.52,6600.52,0,0,organic,2015,NorthernNewEngland,Northeast,13462.4479
