PassengerId,Name,Survived,Pclass,Sex,SibSp,ParCh,Fare,Embarked
757,"Carlsson, Mr. August Sigfrid",0,3,male,0,0,7.7958,S
758,"Bailey, Mr. Percy Andrew",0,2,male,0,0,11.5,S
759,"Theobald, Mr. Thomas Leonard",0,3,male,0,0,8.05,S
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,1,female,0,0,86.5,S
761,"Garfirth, Mr. John",0,3,male,0,0,14.5,S
762,"Nirva, Mr. Iisakki Antino Aijo",0,3,male,0,0,7.125,S
763,"Barah, Mr. Hanna Assi",1,3,male,0,0,7.2292,C
764,"Carter, Mrs. William Ernest (Lucile Polk)",1,1,female,1,2,120,S
765,"Eklund, Mr. Hans Linus",0,3,male,0,0,7.775,S
766,"Hogeboom, Mrs. John C (Anna Andrews)",1,1,female,1,0,77.9583,S
767,"Brewe, Dr. Arthur Jackson",0,1,male,0,0,39.6,C
768,"Mangan, Miss. Mary",0,3,female,0,0,7.75,Q
769,"Moran, Mr. Daniel J",0,3,male,1,0,24.15,Q
770,"Gronnestad, Mr. Daniel Danielsen",0,3,male,0,0,8.3625,S
771,"Lievens, Mr. Rene Aime",0,3,male,0,0,9.5,S
772,"Jensen, Mr. Niels Peder",0,3,male,0,0,7.8542,S
773,"Mack, Mrs. (Mary)",0,2,female,0,0,10.5,S
774,"Elias, Mr. Dibo",0,3,male,0,0,7.225,C
775,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,2,female,1,3,23,S
776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,3,male,0,0,7.75,S
777,"Tobin, Mr. Roger",0,3,male,0,0,7.75,Q
778,"Emanuel, Miss. Virginia Ethel",1,3,female,0,0,12.475,S
779,"Kilgannon, Mr. Thomas J",0,3,male,0,0,7.7375,Q
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,1,female,0,1,211.3375,S
781,"Ayoub, Miss. Banoura",1,3,female,0,0,7.2292,C
782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,1,female,1,0,57,S
783,"Long, Mr. Milton Clyde",0,1,male,0,0,30,S
784,"Johnston, Mr. Andrew G",0,3,male,1,2,23.45,S
785,"Ali, Mr. William",0,3,male,0,0,7.05,S
786,"Harmer, Mr. Abraham (David Lishin)",0,3,male,0,0,7.25,S
787,"Sjoblom, Miss. Anna Sofia",1,3,female,0,0,7.4958,S
788,"Rice, Master. George Hugh",0,3,male,4,1,29.125,Q
789,"Dean, Master. Bertram Vere",1,3,male,1,2,20.575,S
790,"Guggenheim, Mr. Benjamin",0,1,male,0,0,79.2,C
791,"Keane, Mr. Andrew ""Andy""",0,3,male,0,0,7.75,Q
792,"Gaskell, Mr. Alfred",0,2,male,0,0,26,S
793,"Sage, Miss. Stella Anna",0,3,female,8,2,69.55,S
794,"Hoyt, Mr. William Fisher",0,1,male,0,0,30.6958,C
795,"Dantcheff, Mr. Ristiu",0,3,male,0,0,7.8958,S
796,"Otter, Mr. Richard",0,2,male,0,0,13,S
797,"Leader, Dr. Alice (Farnham)",1,1,female,0,0,25.9292,S
798,"Osman, Mrs. Mara",1,3,female,0,0,8.6833,S
799,"Ibrahim Shawah, Mr. Yousseff",0,3,male,0,0,7.2292,C
800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",0,3,female,1,1,24.15,S
801,"Ponesell, Mr. Martin",0,2,male,0,0,13,S
802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,2,female,1,1,26.25,S
803,"Carter, Master. William Thornton II",1,1,male,1,2,120,S
804,"Thomas, Master. Assad Alexander",1,3,male,0,1,8.5167,C
805,"Hedman, Mr. Oskar Arvid",1,3,male,0,0,6.975,S
806,"Johansson, Mr. Karl Johan",0,3,male,0,0,7.775,S
807,"Andrews, Mr. Thomas Jr",0,1,male,0,0,0,S
808,"Pettersson, Miss. Ellen Natalia",0,3,female,0,0,7.775,S
809,"Meyer, Mr. August",0,2,male,0,0,13,S
810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,1,female,1,0,53.1,S
811,"Alexander, Mr. William",0,3,male,0,0,7.8875,S
812,"Lester, Mr. James",0,3,male,0,0,24.15,S
813,"Slemen, Mr. Richard James",0,2,male,0,0,10.5,S
814,"Andersson, Miss. Ebba Iris Alfrida",0,3,female,4,2,31.275,S
815,"Tomlin, Mr. Ernest Portage",0,3,male,0,0,8.05,S
816,"Fry, Mr. Richard",0,1,male,0,0,0,S
817,"Heininen, Miss. Wendla Maria",0,3,female,0,0,7.925,S
818,"Mallet, Mr. Albert",0,2,male,1,1,37.0042,C
819,"Holm, Mr. John Fredrik Alexander",0,3,male,0,0,6.45,S
820,"Skoog, Master. Karl Thorsten",0,3,male,3,2,27.9,S
821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,1,female,1,1,93.5,S
822,"Lulic, Mr. Nikola",1,3,male,0,0,8.6625,S
823,"Reuchlin, Jonkheer. John George",0,1,male,0,0,0,S
824,"Moor, Mrs. (Beila)",1,3,female,0,1,12.475,S
825,"Panula, Master. Urho Abraham",0,3,male,4,1,39.6875,S
826,"Flynn, Mr. John",0,3,male,0,0,6.95,Q
827,"Lam, Mr. Len",0,3,male,0,0,56.4958,S
828,"Mallet, Master. Andre",1,2,male,0,2,37.0042,C
829,"McCormack, Mr. Thomas Joseph",1,3,male,0,0,7.75,Q
830,"Stone, Mrs. George Nelson (Martha Evelyn)",1,1,female,0,0,80,
831,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,3,female,1,0,14.4542,C
832,"Richards, Master. George Sibley",1,2,male,1,1,18.75,S
833,"Saad, Mr. Amin",0,3,male,0,0,7.2292,C
834,"Augustsson, Mr. Albert",0,3,male,0,0,7.8542,S
835,"Allum, Mr. Owen George",0,3,male,0,0,8.3,S
836,"Compton, Miss. Sara Rebecca",1,1,female,1,1,83.1583,C
837,"Pasic, Mr. Jakob",0,3,male,0,0,8.6625,S
838,"Sirota, Mr. Maurice",0,3,male,0,0,8.05,S
839,"Chip, Mr. Chang",1,3,male,0,0,56.4958,S
840,"Marechal, Mr. Pierre",1,1,male,0,0,29.7,C
841,"Alhomaki, Mr. Ilmari Rudolf",0,3,male,0,0,7.925,S
842,"Mudd, Mr. Thomas Charles",0,2,male,0,0,10.5,S
843,"Serepeca, Miss. Augusta",1,1,female,0,0,31,C
844,"Lemberopolous, Mr. Peter L",0,3,male,0,0,6.4375,C
845,"Culumovic, Mr. Jeso",0,3,male,0,0,8.6625,S
846,"Abbing, Mr. Anthony",0,3,male,0,0,7.55,S
847,"Sage, Mr. Douglas Bullen",0,3,male,8,2,69.55,S
848,"Markoff, Mr. Marin",0,3,male,0,0,7.8958,C
849,"Harper, Rev. John",0,2,male,0,1,33,S
850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,1,female,1,0,89.1042,C
851,"Andersson, Master. Sigvard Harald Elias",0,3,male,4,2,31.275,S
852,"Svensson, Mr. Johan",0,3,male,0,0,7.775,S
853,"Boulos, Miss. Nourelain",0,3,female,1,1,15.2458,C
854,"Lines, Miss. Mary Conover",1,1,female,0,1,39.4,S
855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",0,2,female,1,0,26,S
856,"Aks, Mrs. Sam (Leah Rosen)",1,3,female,0,1,9.35,S
857,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,1,female,1,1,164.8667,S
858,"Daly, Mr. Peter Denis ",1,1,male,0,0,26.55,S
859,"Baclini, Mrs. Solomon (Latifa Qurban)",1,3,female,0,3,19.2583,C
860,"Razi, Mr. Raihed",0,3,male,0,0,7.2292,C
861,"Hansen, Mr. Claus Peter",0,3,male,2,0,14.1083,S
862,"Giles, Mr. Frederick Edward",0,2,male,1,0,11.5,S
863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,1,female,0,0,25.9292,S
864,"Sage, Miss. Dorothy Edith ""Dolly""",0,3,female,8,2,69.55,S
865,"Gill, Mr. John William",0,2,male,0,0,13,S
866,"Bystrom, Mrs. (Karolina)",1,2,female,0,0,13,S
867,"Duran y More, Miss. Asuncion",1,2,female,1,0,13.8583,C
868,"Roebling, Mr. Washington Augustus II",0,1,male,0,0,50.4958,S
869,"van Melkebeke, Mr. Philemon",0,3,male,0,0,9.5,S
870,"Johnson, Master. Harold Theodor",1,3,male,1,1,11.1333,S
871,"Balkic, Mr. Cerin",0,3,male,0,0,7.8958,S
872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,1,female,1,1,52.5542,S
873,"Carlsson, Mr. Frans Olof",0,1,male,0,0,5,S
874,"Vander Cruyssen, Mr. Victor",0,3,male,0,0,9,S
875,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,2,female,1,0,24,C
876,"Najib, Miss. Adele Kiamie ""Jane""",1,3,female,0,0,7.225,C
877,"Gustafsson, Mr. Alfred Ossian",0,3,male,0,0,9.8458,S
878,"Petroff, Mr. Nedelio",0,3,male,0,0,7.8958,S
879,"Laleff, Mr. Kristo",0,3,male,0,0,7.8958,S
880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,1,female,0,1,83.1583,C
881,"Shelley, Mrs. William (Imanita Parrish Hall)",1,2,female,0,1,26,S
882,"Markun, Mr. Johann",0,3,male,0,0,7.8958,S
883,"Dahlberg, Miss. Gerda Ulrika",0,3,female,0,0,10.5167,S
884,"Banfield, Mr. Frederick James",0,2,male,0,0,10.5,S
885,"Sutehall, Mr. Henry Jr",0,3,male,0,0,7.05,S
886,"Rice, Mrs. William (Margaret Norton)",0,3,female,0,5,29.125,Q
887,"Montvila, Rev. Juozas",0,2,male,0,0,13,S
888,"Graham, Miss. Margaret Edith",1,1,female,0,0,30,S
889,"Johnston, Miss. Catherine Helen ""Carrie""",0,3,female,1,2,23.45,S
890,"Behr, Mr. Karl Howell",1,1,male,0,0,30,C
891,"Dooley, Mr. Patrick",0,3,male,0,0,7.75,Q
